Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A679947,Big Daddy,05/28/2014,12:57PM,Northcross & W Anderson in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Pit Bull/Pointer,Tan
A679945,Lulu,05/28/2014,12:57PM,Northcross & W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Pit Bull/Pointer,Brown Brindle/White
A679948,Lulu,05/28/2014,12:59PM,Manor (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A679950,*Leonard,05/28/2014,1:07PM,1900 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby/White
A679951,*Sheldon,05/28/2014,1:07PM,1900 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Orange Tabby
A679952,*Howard,05/28/2014,1:07PM,1900 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Flame Point
A679953,*Rajesh,05/28/2014,1:07PM,1900 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A679949,Red,05/28/2014,1:08PM,4905 Prock Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Fawn/White
A679958,,05/28/2014,1:14PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A679959,*Gilbert,05/28/2014,1:14PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A679960,*George,05/28/2014,1:14PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A679961,*Grace,05/28/2014,1:14PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A679962,Grant,05/28/2014,1:14PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A679963,*Greta,05/28/2014,1:14PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A679954,Ruby,05/28/2014,1:15PM,7000 Montana Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tan/White
A679955,Rocco,05/28/2014,1:15PM,7000 Montana Dr in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull Mix,White/Blue
A679964,Maddie,05/28/2014,1:19PM,Brodie Ln & Silk Oak Dr in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Cocker Spaniel,Black/White
A679965,Melanie,05/28/2014,1:35PM,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A679966,Steve,05/28/2014,1:43PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Black Mouth Cur Mix,Tan/Black
A679968,,05/28/2014,2:25PM,1108 West Anne Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A679969,Slinky,05/28/2014,2:25PM,1108 West Anne Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A679970,,05/28/2014,2:25PM,1108 West Anne Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A679971,Elf,05/28/2014,2:25PM,1108 West Anne Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A679972,Munchkin,05/28/2014,2:36PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Blue/White
A675885,*Evie,05/28/2014,2:59PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 months,Beagle Mix,Brown/White
A679975,*Sprite,05/28/2014,3:23PM,5800 Techni Center Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A679976,*Mr. Pibb,05/28/2014,3:23PM,5800 Techni Center Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A679977,*Dr. Pepper,05/28/2014,3:23PM,5800 Techni Center Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A679978,*Mimi,05/28/2014,3:30PM,Congress Ave & E 5Th St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A679979,*Fifi,05/28/2014,3:30PM,Congress Ave & E 5Th St in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A679980,,05/28/2014,3:42PM,Wandering Way & Winterwood Cove in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A679982,*Loki,05/28/2014,4:00PM,S Congress Ave & Dittmar Rd E in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A679981,Zelda,05/28/2014,4:02PM,5907 Nancy in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,American Bulldog Mix,White
A679983,*Duffy,05/28/2014,4:07PM,4005 Rocky Shore in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Flat Coat Retriever/German Shepherd,Black/Brown
A679984,,05/28/2014,4:10PM,6102 Cherry Hollow in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Black/Gray
A679985,*Luna,05/28/2014,4:13PM,9209 1625 Rd in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Pit Bull Mix,White/Tan
A679987,Jake,05/28/2014,4:20PM,7205 Squirrell Oak Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Border Collie Mix,Liver/White
A679988,*Vienna,05/28/2014,4:23PM,12207 Twin Creeks #B in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund/Chihuahua Shorthair,Black/Tan
A679989,Paka,05/28/2014,4:42PM,4200 Greg Ward Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A679990,Chui,05/28/2014,4:42PM,4200 Greg Ward Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair,Black
A679991,,05/28/2014,4:45PM,6301 E Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A679992,,05/28/2014,4:45PM,6301 E Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A679994,,05/28/2014,4:45PM,6301 E Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat,Brown
A679995,,05/28/2014,4:45PM,6301 E Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,4 years,Bat Mix,Brown
A679996,,05/28/2014,4:45PM,6301 E Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,6 years,Bat Mix,Brown
A679997,*Miss Etta,05/28/2014,4:48PM,1401 Brighton Cir in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair/Dachshund,Brown
A610265,Jack,05/28/2014,4:48PM,1401 Brighton Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,American Bulldog,Blue/White
A679999,,05/28/2014,5:04PM,4900 E Oltorf Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Orange Tabby/White
A678247,Bear,05/28/2014,5:14PM,Applegate & Dessau in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Miniature Poodle/Miniature Schnauzer,Black
A679998,Suzie,05/28/2014,5:16PM,Felix & Vargas in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Border Terrier Mix,Tan
A673408,Sabrina,05/28/2014,5:23PM,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,White/Red
A680003,*Sadie,05/28/2014,6:03PM,7101  Texas 71 in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico
A680004,*Josh,05/28/2014,6:39PM,2106 Conestoga in Austin (TX),Stray,Normal,Dog,Intact Male,11 years,Pit Bull Mix,Red/White
A680005,,05/28/2014,6:41PM,Dessau Ln & Braker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Australian Kelpie Mix,Tan/Black
A680006,Hercules,05/28/2014,6:58PM,2213 Voyageurs Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Blue
A680007,Archilles,05/28/2014,6:58PM,2213 Voyageurs Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A680010,Laika,05/28/2014,7:03PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Rat Terrier/Pointer,Black/White
A611890,Winston,05/28/2014,7:03PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Toy Poodle/Yorkshire Terrier,Tricolor
A611892,Rufo,05/28/2014,7:03PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Jack Russell Terrier/Yorkshire Terrier,Tricolor
A680012,*Lacey,05/28/2014,10:38PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cavalier Span Mix,Black/Tan
A680013,,05/28/2014,11:58PM,400 S. Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat Mix,Brown
A680014,,05/29/2014,12:31AM,3001 Oak Springs Dr in Austin (TX),Wildlife,Sick,Other,Unknown,4 weeks,Raccoon,Brown/Black
A680016,,05/29/2014,1:05AM,1152 Shady Ln in Austin (TX),Stray,Injured,Dog,Intact Female,4 years,Pit Bull Mix,Blue
A680017,,05/29/2014,1:19AM,12312 Willio Wild Dr in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A569888,Amadeus,05/29/2014,8:55AM,Cesar Chavez And Tillery in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Alaskan Husky Mix,Gray/White
A680026,*Natasha,05/29/2014,10:00AM,6941 Felipe Dr in Austin (TX),Stray,Pregnant,Dog,Intact Female,2 years,Australian Kelpie Mix,Black/Tan
A680305,*'Stache,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Sable
A680306,*Handlebar,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Sable
A680307,*George,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Black/White
A680309,*Ringo,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Black/White
A680310,*Paul,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Chocolate/White
A680311,*Mountainman,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Chocolate/White
A680312,*Rolly,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Black/Tan
A680313,*John,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Australian Kelpie Mix,Black/Tan
A680314,*Lil Sis,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Female,0 years,Australian Kelpie Mix,Chocolate/Tan
A680315,*Big Sis,05/29/2014,10:00AM,Austin (TX),Stray,Nursing,Dog,Intact Female,0 years,Australian Kelpie Mix,Chocolate/Tan
A680027,,05/29/2014,10:05AM,13602 Fm 969 in Austin (TX),Stray,Nursing,Dog,Intact Male,6 days,Pit Bull Mix,Brown/White
A680028,,05/29/2014,10:05AM,13602 Fm 969 in Austin (TX),Stray,Nursing,Dog,Intact Female,6 days,Pit Bull Mix,Brown/White
A680024,*Sandy,05/29/2014,10:05AM,13602 Fm 969 in Austin (TX),Stray,Nursing,Dog,Intact Female,5 years,Pit Bull,Tan/White
A680025,,05/29/2014,10:05AM,13602 Fm 969 in Austin (TX),Stray,Nursing,Dog,Intact Female,6 days,Pit Bull Mix,Brown/White
A680030,,05/29/2014,10:05AM,13602 Fm 969 in Austin (TX),Stray,Nursing,Dog,Intact Male,6 days,Pit Bull Mix,Brown/White
A680029,,05/29/2014,10:16AM,1606 Charolais in Austin (TX),Wildlife,Injured,Other,Intact Male,1 year,Opossum,Gray/White
A680031,,05/29/2014,10:22AM,909 E Koenig in Austin (TX),Wildlife,Injured,Other,Intact Female,1 year,Opossum,Gray/White
A680035,*Carmen,05/29/2014,10:34AM,Palmer Ln & N Ih35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown Brindle
A680032,,05/29/2014,10:35AM,2212 Greenwood Ave in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black
A680034,,05/29/2014,10:37AM,4606 Federal Cir in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A680036,Cesaro,05/29/2014,10:44AM,208 Dry Creek Rd in Manor (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black Smoke
A680038,Lucas,05/29/2014,10:54AM,1101 Springdale in Austin (TX),Stray,Injured,Dog,Intact Male,4 months,Miniature Schnauzer Mix,Black
A680041,,05/29/2014,11:01AM,Hunter'S Bend And Senda Lane in Austin (TX),Stray,Aged,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Black/White
A680039,*Molly,05/29/2014,11:02AM,2309 Berkeley #1085 in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Longhair Mix,Blue/White
A680040,*Watson,05/29/2014,11:02AM,2309 Berkeley #1085 in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Longhair Mix,White/Blue
A680043,*Alex,05/29/2014,11:05AM,2036 Desco in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A680044,*Thelma,05/29/2014,11:14AM,1601 Black Willow in Pflugerville (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A680045,,05/29/2014,11:18AM,Montopolis And Felix in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Plott Hound Mix,Brown Brindle/White
A680046,*Henry,05/29/2014,11:25AM,2401 East 6Th St in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,White
A680047,,05/29/2014,11:34AM,1818 S Lakeshore Blvd in Austin (TX),Wildlife,Injured,Other,Intact Male,2 years,Opossum,Gray/White
A674237,*Strider,05/29/2014,11:35AM,Lux St And Perry in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Black
A680048,*Gabby,05/29/2014,11:47AM,12100 Park 35 Circle in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Boxer/Labrador Retriever,Brown Brindle
A680049,,05/29/2014,11:55AM,51St And Berkman in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A680050,*Lucinda,05/29/2014,12:01PM,Mopac And Ih 183 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A679967,Daisy,05/29/2014,12:06PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull,Black/White
A383036,Oreo,05/29/2014,12:31PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Black
A680054,Sophie,05/29/2014,12:44PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Miniature Poodle Mix,White
A680055,Precious,05/29/2014,12:44PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,White/Brown
A680053,Ginger,05/29/2014,12:44PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 years,Cocker Spaniel Mix,White/Liver
A680051,*Henry,05/29/2014,12:58PM,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A680056,,05/29/2014,1:15PM,6422 S Hwy 183 in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat Mix,Brown
A680057,,05/29/2014,1:21PM,15906 Windermere Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A680058,,05/29/2014,1:21PM,15906 Windermere Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A680059,*Jam,05/29/2014,1:52PM,W Braker Ln & Burnet Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Blue Tabby
A680060,*Jelly,05/29/2014,1:52PM,W Braker Ln & Burnet Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A680063,Mars,05/29/2014,2:31PM,Mlk And 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Catahoula Mix,Brown Merle/White
A680067,*Jerrico,05/29/2014,2:48PM,9201 Circuit Of The Americas Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd Mix,White
A680064,Pickles,05/29/2014,2:49PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A680066,Bobby,05/29/2014,2:49PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A680069,*Peach,05/29/2014,2:55PM,6311 El Mirando in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A680070,*Moe,05/29/2014,2:55PM,6311 El Mirando in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A680071,*Apple,05/29/2014,2:55PM,6311 El Mirando in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A680072,*Pear,05/29/2014,2:55PM,6311 El Mirando in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie
A576316,Freeda,05/29/2014,3:54PM,901 W Ben White in Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Pit Bull,White
A680079,Luke,05/29/2014,4:11PM,Interstate 35 & E Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Tibetan Spaniel Mix,Red/White
A680081,Coqueta,05/29/2014,4:12PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
A680083,Manchas,05/29/2014,4:12PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 years,Pit Bull Mix,Brown Brindle
A680082,Yula,05/29/2014,4:19PM,2001 E Riverside in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan
A619328,Tobi,05/29/2014,4:19PM,2001 E Riverside in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever,Tan
A680088,Koda,05/29/2014,4:50PM,Golden Meadow And Mearns Meadow in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Vizsla Mix,Red/White
A680091,*Chloe,05/29/2014,5:21PM,11408 Cozette Dr in Del Valle (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie
A680092,,05/29/2014,5:33PM,2814 Gonzales St in Austin (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A680094,,05/29/2014,5:38PM,2518 Muirlands Dr in Austin (TX),Stray,Sick,Cat,Unknown,4 weeks,Domestic Shorthair,Black/White
A680095,,05/29/2014,5:38PM,2518 Muirlands Dr in Austin (TX),Stray,Sick,Cat,Unknown,4 weeks,Domestic Shorthair,Black
A680096,,05/29/2014,5:38PM,2518 Muirlands Dr in Austin (TX),Stray,Sick,Cat,Unknown,4 weeks,Domestic Shorthair,Black
A680097,,05/29/2014,5:38PM,2518 Muirlands Dr in Austin (TX),Stray,Sick,Cat,Unknown,4 weeks,Domestic Shorthair,Black/White
A680099,Nelson,05/29/2014,6:06PM,10707 Lake Creek Pkwy #82 in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Boxer/American Staffordshire Terrier,Brown/White
A680104,*Aj,05/29/2014,6:34PM,4800 Quick Silver in Austin (TX),Stray,Normal,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby
A680105,*Nick,05/29/2014,6:34PM,4800 Quick Silver in Austin (TX),Stray,Normal,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby/White
A680106,,05/29/2014,6:34PM,4800 Quicksilver Blvd in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A680103,,05/29/2014,6:38PM,Plymouth Dr And Jamestown in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Buff
A680107,,05/29/2014,11:23PM,Cameron Rd & E Anderson Ln in Austin (TX),Wildlife,Nursing,Other,Unknown,4 weeks,Raccoon,Gray/Black
A680108,,05/29/2014,11:26PM,1200 Broadmoor in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black
A680111,Castro,05/30/2014,2:12AM,2600 Guadalupe St in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,Tan
A680114,,05/30/2014,8:04AM,1707 W. Braker in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Brown Tabby/White
A680115,Buddy,05/30/2014,8:19AM,Harris Elementry in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A680120,*Buttercup,05/30/2014,10:13AM,Lott Ave & Eastfield Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tan/Brown
A680121,Daisy,05/30/2014,10:48AM,Vizquel Loop And Bahan in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 months,Golden Retriever Mix,Red/White
A680122,Khaleesi,05/30/2014,11:00AM,"2300 Campden Drive, Austin, Tx in Austin (TX)",Stray,Normal,Cat,Intact Female,2 months,Siamese Mix,Lilac Point
A680123,Holmes,05/30/2014,11:00AM,"2300 Campden Drive, Austin, Tx in Austin (TX)",Stray,Normal,Cat,Intact Male,2 months,Siamese Mix,Lynx Point
A680125,Samuari,05/30/2014,11:00AM,"2300 Campden Drive, Austin, Tx in Austin (TX)",Stray,Normal,Cat,Intact Male,2 months,Siamese Mix,Blue Point
A680126,*Murray,05/30/2014,11:05AM,818 North Meaddows in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair,Black Smoke
A680124,*Bill,05/30/2014,11:05AM,818 North Meaddows in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A680136,,05/30/2014,11:05AM,16920 Hayride Cir in Del Valle (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Black/White
A680150,,05/30/2014,11:05AM,16920 Hayride Cir in Del Valle (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Brown Tabby/White
A680151,,05/30/2014,11:05AM,16920 Hayride Cir in Del Valle (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Brown Tabby/White
A680127,,05/30/2014,11:12AM,Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A680130,*Gloria,05/30/2014,11:13AM,W Braker Ln  And  183 in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Black
A680152,Olivia,05/30/2014,11:13AM,W Braker Ln  And  183 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A680153,,05/30/2014,11:13AM,W Braker Ln  And  183 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A680154,Ms. Birdy,05/30/2014,11:13AM,W Braker Ln  And  183 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A680155,Johnny Cash,05/30/2014,11:13AM,W Braker Ln  And  183 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A680156,*Daisy,05/30/2014,11:13AM,W Braker Ln  And  183 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black Smoke
A680129,*Hugh,05/30/2014,11:17AM,Charr And Cross in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Siamese Mix,Flame Point
A680131,Beaux,05/30/2014,11:22AM,Hunters Pass And White Dove in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black
A680132,Evan,05/30/2014,11:22AM,Lambs Ln And William Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Border Collie/Labrador Retriever,Black/White
A680133,Shy Guy,05/30/2014,11:22AM,Hunters Pass And White Dove in Austin (TX),Stray,Normal,Dog,Intact Male,13 years,Cocker Spaniel/Pembroke Welsh Corgi,Black
A680068,Chaco,05/30/2014,11:29AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Blue Merle/White
